nombre,pais,provincia,departamento,canthab
Presidente Derquí,Argentina,6,Pilar,
Presidente Quintana,Argentina,6,Alberti,
Presidente Roca,Argentina,82,Castellanos,438
Primera Angostura,Argentina,62,Adolfo Alsina,
Primera Punta,Argentina,34,Pilcomayo,
Pringles,Argentina,66,Metán,
Profesor Salvador Mazza,Argentina,66,General José De San Martín,16068
Profundidad,Argentina,54,Candelaria,272
Progreso,Argentina,82,Las Colonias,1868
Pronunciamiento,Argentina,30,Uruguay,892
Providencia,Argentina,82,Las Colonias,632
Puán,Argentina,6,Puán,4735
Puca Pampa,Argentina,38,Santa Catalina,
Pucara,Argentina,66,Cachi,
Pucara,Argentina,38,Humahuaca,
Pucara,Argentina,66,San Carlos,
Pucara,Argentina,66,Santa Victoria,
Pucarilla,Argentina,66,San Carlos,
Puchuzun,Argentina,70,Calingasta,
Pueblito De Las Ratas,Argentina,18,Mercedes,
Pueblitos,Argentina,6,25 De Mayo,
Pueblo Andino,Argentina,82,Iriondo,1543
Pueblo Arrua,Argentina,30,La Paz,2115
Pueblo Bellocq,Argentina,30,Paraná,215
Pueblo Brugo,Argentina,30,Paraná,590
Pueblo Cazes,Argentina,30,Colón,216
Pueblo Doyle,Argentina,6,San Pedro,474
Pueblo Esther,Argentina,82,Rosario,4557
Pueblo Ferré,Argentina,30,San Salvador,
Pueblo General Paz,Argentina,30,Paraná,
Pueblo General San Martín,Argentina,30,Paraná,301
Pueblo Gouin,Argentina,6,Carmen De Areco,134
Pueblo Independencia,Argentina,90,Monteros,3260
Pueblo Italiano,Argentina,14,Unión,1470
Pueblo Liebig,Argentina,30,Colón,
Pueblo Liebig's,Argentina,30,Colón,632
Pueblo Marini,Argentina,82,Castellanos,46
Pueblo Moreno,Argentina,30,Paraná,151
Pueblo Muñoz (Est. Bernard),Argentina,82,Rosario,477
Pueblo Nuevo,Argentina,86,Copo,
Pueblo Nuevo,Argentina,50,Guaymallén,
Pueblo Nuevo,Argentina,6,Laprida,86
Pueblo Nuevo,Argentina,66,Los Andes,
Pueblo Nuevo,Argentina,6,Luján,
Pueblo Nuevo,Argentina,50,Maipú,
Pueblo Nuevo,Argentina,30,Uruguay,
Pueblo Pablo Torelo,Argentina,86,Moreno,311
Pueblo San Jorge,Argentina,6,Laprida,267
Pueblo San Rómulo o El Palenque,Argentina,30,Paraná,142
Pueblo Terragni  ( Plaza Castellanos ),Argentina,82,Castellanos,
Pueblo Uranga,Argentina,82,Rosario,864
Pueblo Viejo,Argentina,38,Cochinoca,
Pueblo Viejo,Argentina,38,Humahuaca,
Pueblo Viejo,Argentina,66,Iruya,189
Pueblo Viejo,Argentina,90,La Cocha,
Pueblo Viejo,Argentina,66,La Poma,189
Pueblo Viejo,Argentina,90,Monteros,
Pueblo Viejo,Argentina,66,Rosario De Lerma,189
Pueblo Viejo,Argentina,38,San Antonio,
Pueblo Viejo,Argentina,38,Santa Catalina,
Pueblo Viejo,Argentina,66,Santa Victoria,189
Pueblo Viejo,Argentina,14,Unión,
Pueblo Viejo,Argentina,38,Yavi,
Puelches,Argentina,42,Curacó,401
Puelén,Argentina,42,Puelén,315
Puente Blanco,Argentina,78,Güer Aike,
Puente Del Inca,Argentina,50,Las Heras,132
Puente Las Horquetas,Argentina,74,Capital,
Puente Lavayen,Argentina,38,Santa Barbara,288
Puente Morales,Argentina,66,Guachipas,
Puente Picún Leufú,Argentina,58,Catán Lil,
Puente San Hilario,Argentina,34,Formosa,
Puerta Cadena,Argentina,82,San Justo,
Puerta Capilla,Argentina,38,Cochinoca,
Puerta Colorada,Argentina,14,Río Cuarto,
Puerta De Chávez,Argentina,86,Choya,
Puerta De Chiñocán,Argentina,10,Santa María,
Puerta De Colorados,Argentina,38,Tumbaya,
Puerta De Corral Quemado,Argentina,10,Belén,573
Puerta De Cura-co Norte,Argentina,58,Pehuenches,
Puerta De Cura-co Sur,Argentina,58,Pehuenches,
Puerta De Garay,Argentina,10,La Paz,
Puerta De La Quebrada,Argentina,74,Belgrano,
Puerta De Lipán,Argentina,38,Tumbaya,
Puerta De Los Cerros,Argentina,86,Ojo De Agua,
Puerta De Los Ríos,Argentina,86,Ojo De Agua,
Puerta De Salas,Argentina,38,Palpala,
Puerta De San José,Argentina,10,Belén,253
Puerta De Trolope,Argentina,58,Ñorquín,
Puerta Del Cerrillo,Argentina,14,Totoral,
Puerta Del Monte,Argentina,86,Quebrachos,
Puerta Del Rosal,Argentina,66,Rosario De Lerma,
Puerta Grande,Argentina,86,Atamisqui,
Puerta Grande,Argentina,86,Guasayán,
Puerta Grande,Argentina,10,Santa Rosa,
Puerta Pancanta,Argentina,74,Coronel Pringles,
Puerta Quemada,Argentina,90,Burruyacú,
Puertas Verdes,Argentina,86,Banda,
Puerto Alegre,Argentina,46,Coronel Felipe Varela,
Puerto Aragón,Argentina,82,San Jerónimo,247
Puerto Argentino,Argentina,94,Islas Malvinas,
Puerto Arroyo Seco,Argentina,82,Rosario,260
Puerto Avellaneda,Argentina,54,Montecarlo,
Puerto Bermejo Nuevo,Argentina,22,Bermejo,1503
Puerto Bermejo Viejo,Argentina,22,Bermejo,209
Puerto Cabo Irigoyen,Argentina,34,Bermejo,
Puerto Canoas,Argentina,54,Iguazú,
Puerto Caraguatay,Argentina,54,Montecarlo,
Puerto Cazador,Argentina,54,San Ignacio,
Puerto Celina,Argentina,30,Paraná,
Puerto Coig,Argentina,78,Güer Aike,
Puerto Del Valle,Argentina,46,Capital,
Puerto Deseado,Argentina,78,Deseado,10237
Puerto Doce,Argentina,54,San Ignacio,
Puerto Errecaborde,Argentina,54,Iguazú,
Puerto Eva Perón,Argentina,22,Bermejo,531
Puerto Galván,Argentina,6,Bahia Blanca,
Puerto Garuhape,Argentina,54,Libertador General San Martín,
Puerto General San Martín,Argentina,82,San Lorenzo,10500
Puerto Gisela,Argentina,54,San Ignacio,
Puerto Hua - Hum,Argentina,58,Lacar,
Puerto Iguazú,Argentina,54,Iguazú,31515
Puerto Laharrague,Argentina,54,Montecarlo,
Puerto Las Cuevas,Argentina,30,Diamante,455
Puerto Lavalle,Argentina,22,General Güemes,35
Puerto Leoni,Argentina,54,Libertador General San Martín,952
Puerto Libertad,Argentina,54,Iguazú,
Puerto Londero,Argentina,54,25 De Mayo,
Puerto Luján,Argentina,54,Libertador General San Martín,
Puerto Mado,Argentina,54,Eldorado,351
Puerto Madryn,Argentina,26,Biedma,57614
Puerto Montecarlo,Argentina,54,Montecarlo,
Puerto Naranjito,Argentina,54,San Ignacio,
Puerto Nuevo,Argentina,54,San Ignacio,
Puerto Parana,Argentina,54,Libertador General San Martín,
Puerto Paraná,Argentina,6,Escobar,80
Puerto Pareha,Argentina,54,Eldorado,
Puerto Peninsula,Argentina,54,Iguazú,
Puerto Pilcomayo,Argentina,34,Pilcomayo,236
Puerto Pinares,Argentina,54,Eldorado,1196
Puerto Piramides,Argentina,26,Biedma,429
Puerto Piray,Argentina,54,Montecarlo,7182
Puerto Primero,Argentina,54,Iguazú,
Puerto Reconquista,Argentina,82,General Obligado,938
Puerto Rico,Argentina,34,Bermejo,
Puerto Rico,Argentina,54,Libertador General San Martín,14520
Puerto Rosario,Argentina,54,San Javier,
Puerto Ruiz,Argentina,30,Islas Del Ibicuy,362
Puerto San Antonio Este,Argentina,62,San Antonio,280
Puerto San Julián,Argentina,78,Magallanes,6143
Puerto Santa Ana,Argentina,54,Candelaria,318
Puerto Santa Cruz,Argentina,78,Corpen Aike,3397
Puerto Segundo,Argentina,54,Iguazú,
Puerto Tirol,Argentina,22,Libertad,7855
Puerto Unzue,Argentina,30,Gualeguaychú,
Puerto Vilelas,Argentina,22,San Fernando,7617
Puerto Wanda,Argentina,54,Iguazú,
Puerto Yeruá,Argentina,30,Concordia,1070
Puerto Yrigoyen,Argentina,54,Iguazú,
Puesto 15 Grande,Argentina,62,Pichi Mahuida,
Puesto Alegre,Argentina,14,Tulumba,
Puesto Chico,Argentina,38,Santa Catalina,
Puesto De Castro,Argentina,14,RÍo Seco,164
Puesto De Fierro,Argentina,14,Río  Primero,
Puesto Del Marques,Argentina,38,Cochinoca,299
Puesto Del Medio,Argentina,90,Burruyacú,
Puesto Del Medio,Argentina,86,Capital,
Puesto Del Medio,Argentina,90,Graneros,
Puesto Del Medio,Argentina,86,Guasayán,
Puesto Del Rosario,Argentina,86,Atamisqui,
Puesto Del Rosario,Argentina,14,Totoral,
Puesto El Medio,Argentina,66,Anta,
Puesto El Ñandú,Argentina,18,Mercedes,
Puesto El Vinalito,Argentina,66,Anta,
Puesto Esperanza,Argentina,66,Anta,
Puesto Grande,Argentina,38,Santa Catalina,
Puesto Nuevo,Argentina,10,Capayán,
Puesto Nuevo,Argentina,86,Pellegrini,
Puesto Pato Blanco,Argentina,66,Rivadavia,
Puesto Pozo El Fierro,Argentina,86,Copo,
Puesto Rodríguez,Argentina,14,Ischilín,
Puesto San Miguel,Argentina,86,Copo,
Puesto Sey,Argentina,38,Susques,150
Puesto Viejo,Argentina,38,El Carmen,1334
Puesto Viejo,Argentina,66,General Martín M Güemes,
Puesto Viejo,Argentina,86,Pellegrini,
Puesto Viejo,Argentina,14,Tulumba,
Puijo,Argentina,86,Robles,
Puissoye,Argentina,18,General Paz,
Pujato,Argentina,82,San Lorenzo,3254
Pulares,Argentina,66,Chicoana,
Pullichán,Argentina,46,General Juan F. Quiroga,
Pulo,Argentina,46,Chilecito,
Pulpera,Argentina,38,Yavi,
Puma Pozo,Argentina,90,Leales,
Puma Pozo,Argentina,86,Moreno,
Pumahuasi,Argentina,38,Yavi,190
Puna,Argentina,86,Moreno,
Punco,Argentina,86,Juan Felipe Ibarra,
Punco Llanu,Argentina,86,Choya,
Puncoviscana,Argentina,66,Santa Victoria,
Punta Alta (Est. Almirante Soler),Argentina,6,Cnel. De Marina L. Rosales,57296
Punta Colorada,Argentina,62,San Antonio,12
Punta Corral,Argentina,86,Avellaneda,
Punta Corral,Argentina,38,Tumbaya,
Punta De Agua,Argentina,66,Metán,
Punta De Agua,Argentina,66,San Carlos,
Punta De Agua,Argentina,14,Santa María,
Punta De Agua,Argentina,38,Yavi,
Punta De Balasto,Argentina,10,Santa María,190
Punta De La Loma,Argentina,50,Tunuyán,
Punta De La Paya,Argentina,66,Cachi,
Punta De Los Llanos,Argentina,46,General Angel V. Peñaloza,530
Punta De Medano,Argentina,74,Ayacucho,
Punta De Tama,Argentina,46,General Angel V. Peñaloza,
Punta De Vacas,Argentina,50,Las Heras,47
Punta Del Agua,Argentina,10,Andalgalá,
Punta Del Agua,Argentina,66,Cachi,
Punta Del Agua,Argentina,38,Cochinoca,
Punta Del Agua,Argentina,74,Junín,
Punta Del Agua,Argentina,14,Río Cuarto,
Punta Del Agua,Argentina,14,Río Primero,
Punta Del Agua,Argentina,50,San Rafael,247
Punta Del Agua,Argentina,14,Tercero Arriba,147
Punta Del Agua,Argentina,10,Tinogasta,172
Punta Del Cerro,Argentina,74,Capital,
Punta Del Medano,Argentina,70,Sarmiento,502
Punta Del Monte,Argentina,70,Angaco,
Punta Del Monte,Argentina,86,Choya,
Punta Del Monte,Argentina,30,Gualeguay,
Punta Del Monte,Argentina,14,Río Seco,
Punta Grande,Argentina,18,Mburucuyá,
Punta Ibope Paraty,Argentina,18,San Luis Del Palmar,
Punta Indio,Argentina,6,Punta Indio,569
Punta Isla,Argentina,86,General Taboada,
Punta La Zorra,Argentina,10,Santa María,
Punta Lara,Argentina,6,Ensenada,8410
Punta Mogotes,Argentina,6,General Pueyrredón,17076
Punta Negra,Argentina,50,Luján De Cuyo,
Punta Pora,Argentina,34,Pilagás,
Punta Pozo,Argentina,86,Avellaneda,
Puntilla Blanca,Argentina,70,Angaco,
Puntipampa,Argentina,66,Iruya,
Punto De Toro,Argentina,66,Iruya,
Purmamarca,Argentina,38,Tumbaya,510
Qtas. Pindapoy,Argentina,18,Saladas,
Quebrachito,Argentina,90,La Cocha,
Quebrachitos,Argentina,86,Aguirre,
Quebrachitos,Argentina,86,Mitre,
Quebracho,Argentina,86,Jiménez,
Quebracho,Argentina,86,Río Hondo,
Quebracho Coto,Argentina,34,Matacos,
Quebracho Coto,Argentina,86,Pellegrini,
Quebracho Herrado,Argentina,66,Metán,
Quebracho Herrado,Argentina,14,San Justo,317
Quebracho Ladeado,Argentina,14,San Javier,104
Quebrada de Anta,Argentina,90,Trancas,
Quebrada De Los Pozos,Argentina,14,San Javier,458
Quebrada De Luna,Argentina,14,Punilla,55
Quebrada Del Agua,Argentina,66,Los Andes,
Quebrada Esquina,Argentina,86,Pellegrini,
Quebraleña,Argentina,38,Cochinoca,
Quehué,Argentina,42,Utracán,385
Quellulloc,Argentina,38,Santa Catalina,
Quelu Co,Argentina,42,Luhuel Calel,
Quemquemtreu,Argentina,58,Lacar,
Quemu Quemu,Argentina,42,Quemu Quemu,3577
Queñoal,Argentina,38,Cochinoca,
Queñoal,Argentina,66,Orán,
Quenumá,Argentina,6,Salliquelo,683
Quequén,Argentina,6,Necochea,14524
Quera,Argentina,38,Cochinoca,
Queragua,Argentina,38,Humahuaca,
Quetrequén,Argentina,42,Rancul,355
Quichagua,Argentina,38,Cochinoca,
Quila Quina,Argentina,58,Lácar,
Quilahuintos,Argentina,58,Lácar,
Quilca,Argentina,58,Aluminé,
Quilico,Argentina,58,Ñorquín,
Quilino,Argentina,14,Ischilín,3644
Quilli Malal,Argentina,58,Picunches,
Quilmes,Argentina,90,Leales,
Quilmes,Argentina,6,Quilmes,240724
Quilmes,Argentina,90,Tafi del Valle,
Quilmes Bajo,Argentina,90,Tafi del Valle,
Quilmes Centro,Argentina,90,Tafi del Valle,
Quilumpa,Argentina,86,Moreno,
Quimil,Argentina,86,Río Hondo,
Quimili,Argentina,86,Moreno,10959
Quimili,Argentina,86,Robles,
Quimili,Argentina,86,San Martín,
Quimilioj,Argentina,86,Figueroa,
Quimiloj,Argentina,86,Sarmiento,
Quimilpa,Argentina,10,Paclín,
Quines,Argentina,74,Ayacucho,6128
Quiñihual,Argentina,6,Coronel Suárez,
Quinilicán,Argentina,38,Cochinoca,
Quintas De Peralta Ramos,Argentina,6,General Pueyrredón,
Quintas Del Casal,Argentina,6,General Pueyrredón,
Quinto Cuartel,Argentina,70,Pocito,1470
Quintuco,Argentina,58,Loncopué,
Quintupuray,Argentina,58,Los Lagos,
Quirno Costa,Argentina,6,General Viamonte,
Quiros,Argentina,10,La Paz,1065
Quiscaloro,Argentina,86,Pellegrini,
Quishca,Argentina,86,Banda,
Quishca Loro,Argentina,86,Moreno,
Quita Punco,Argentina,86,Banda,
Quitilipi,Argentina,22,Quitilipi,20737
Racedo Escobar,Argentina,34,Pirané,
Rachaite,Argentina,38,Cochinoca,
Raco,Argentina,90,Tafí Viejo,
Rada Tilly,Argentina,26,Escalante,6208
Rafael Calzada,Argentina,6,Almirante Brown,56419
Rafael Castillo,Argentina,6,La Matanza,147965
Rafael García,Argentina,14,Santa María,525
Rafael Obligado,Argentina,6,Rojas,935
Rafaela,Argentina,82,Castellanos,82416
Rahueco,Argentina,58,Ñorquín,
Raleras,Argentina,18,San Luis Del Palmar,
Raleras Sud,Argentina,18,San Luis Del Palmar,
Rama Caida,Argentina,50,San Rafael,901
Rama Paso,Argentina,86,Quebrachos,
Ramada Paso,Argentina,18,Itatí,348
Ramadas,Argentina,38,Rinconada,
Ramadita,Argentina,86,Silípica,
Ramallo,Argentina,6,Ramallo,11428
Ramallo,Argentina,38,Rinconada,
Ramayón,Argentina,82,San Justo,518
Ramblón,Argentina,50,San Martín,
Ramblón,Argentina,70,Sarmiento,
Ramblones,Argentina,10,La Paz,69
Ramírez De Velazco,Argentina,86,Quebrachos,277
Ramón A. Parera,Argentina,30,Paraná,
Ramón Biaus,Argentina,6,Chivilcoy,223
Ramon J. Neild,Argentina,6,9 De Julio,
Ramon José Carcano,Argentina,14,Unión,61
Ramón M Castro,Argentina,58,Zapala,111
Ramón Santamarina,Argentina,6,Necochea,473
Ramona,Argentina,82,Castellanos,1527
Ramones,Argentina,18,San Luis Del Palmar,
Ramos Mejía,Argentina,6,La Matanza,98547
Ramos Otero,Argentina,6,Balcarce,92
Rancagua,Argentina,66,Cachi,
Rancagua,Argentina,6,Pergamino,695
Ranchillos,Argentina,86,Copo,
Ranchillos,Argentina,90,Cruz Alta,5758
Ranchillos Viejos,Argentina,90,Cruz Alta,
Ranchitos,Argentina,66,Metán,
Rancho,Argentina,18,Santo Tomé,
Rancho Blanco,Argentina,26,Tehuelches,
Rancho Cue,Argentina,18,Esquina,
Rancho San Hilario,Argentina,34,Formosa,
Ranchos,Argentina,86,Figueroa,
Ranchos,Argentina,6,General Paz,7916
Rancul,Argentina,42,Rancul,3331
Ranelagh,Argentina,6,Berazategui,15262
Rangel,Argentina,66,La Poma,
Rangel,Argentina,14,Río Primero,
Ranjel,Argentina,14,Totoral,
Ranqueles,Argentina,14,General Roca,50
Ranquil Del Norte,Argentina,50,Malargüe,
Ranquil Del Sur,Argentina,58,Pehuenches,
Ranquilhuau,Argentina,26,Cushamen,
Raquileo,Argentina,26,Paso De Indios,
Rast Fournier,Argentina,82,General López,
Rauch,Argentina,6,Rauch,11483
Raulet,Argentina,6,General La Madrid,
Rawson,Argentina,6,Chacabuco,2123
Rawson,Argentina,26,Rawson,22493
Rawson,Argentina,70,Rawson,83608
Rayo Cortado,Argentina,14,Río Seco,282
Real De Los Toros,Argentina,38,Santa Barbara,
Real Del Caclillo,Argentina,46,Rosario Vera Peñaloza,
Real Del Padre,Argentina,50,San Rafael,3345
Real Grande,Argentina,38,Cochinoca,
Real Sayana,Argentina,86,Avellaneda,1175
Realicó,Argentina,42,Realicó,6789
Rearte,Argentina,90,Trancas,
Rearte Sur,Argentina,90,Trancas,
Recalde,Argentina,6,Olavarría,297
Reconquista,Argentina,82,General Obligado,63490
Recreo,Argentina,82,La Capital,10714
Recreo,Argentina,10,La Paz,10147
Recreo Faubel,Argentina,54,Eldorado,
Reducción,Argentina,86,Sarmiento,
Reducción Pilaga,Argentina,34,Patiño,
Relmo,Argentina,42,Quemú Quemú,84
Remanso,Argentina,86,Pellegrini,
Remeco,Argentina,42,Guatrache,
Remedios de Escalada,Argentina,6,Tres De Febrero,11860
Remedios de Escalada de San Martín,Argentina,6,Lanús,81465
Remes,Argentina,86,Capital,
Renacimiento,Argentina,66,Anta,
Renca,Argentina,74,Chacabuco,168
Rentería,Argentina,62,El Cuy,
Represa Del Carmen,Argentina,74,Belgrano,
Represa Del Monte,Argentina,46,General Angel V. Peñaloza,
Represa La Marta,Argentina,46,Capital,
Represa Pozo Del Tigre,Argentina,46,Capital,
Represa Pozo El Perdido,Argentina,46,Capital,
Requelme,Argentina,90,Burruyacú,
Reserva,Argentina,6,Coronel Pringles,
Reserva Cañunil,Argentina,62,Ñorquincó,
Resguardo,Argentina,18,Paso De Los Libres,
Resguardo Padre Buodo,Argentina,42,Utracán,
Resistencia,Argentina,66,Rivadavia,
Resistencia,Argentina,22,San Fernando,274490
Restito,Argentina,86,Alberdi,
Reta,Argentina,6,Tres Arroyos,289
Retamal,Argentina,46,General Juan F. Quiroga,
Retiro,Argentina,38,Santa Barbara,
Retiro Pozo,Argentina,86,Moreno,
Retiros San Patricio,Argentina,90,Burruyacú,
Riacho He - He,Argentina,34,Pilcomayo,3566
Riacho Lindo,Argentina,34,Laishi,
Riachuelo,Argentina,18,Capital,873
Ricardo Rojas,Argentina,6,Tigre,19492
Ricardone,Argentina,82,San Lorenzo,1475
Rincón,Argentina,6,Castelli,
Rincón,Argentina,86,Choya,
Rincón,Argentina,10,Pomán,554
Rincón,Argentina,14,Río Segundo,357
Rincón Arazaty,Argentina,18,General Paz,
Rincón Capiguari,Argentina,18,Mercedes,
Rincón Chico,Argentina,50,Malargüe,
Rincón Chico,Argentina,70,Valle Fértil,
Rincón Colorado,Argentina,58,Pehuenches,
Rincón De Amores,Argentina,82,General Obligado,
Rincón De Azara,Argentina,54,Apóstoles,277
Rincón De Balderrama,Argentina,90,Monteros,
Rincón De Cajas,Argentina,38,Yavi,
Rincón De Camicó,Argentina,62,9 De Julio,
Rincón De Cholila,Argentina,26,Cushamen,
Rincón De Cruz,Argentina,62,Avellaneda,
Rincón De Esperanza,Argentina,86,Sarmiento,
Rincón De Gicha,Argentina,62,9 De Julio,
Rincón De Guaiquiraro,Argentina,18,Esquina,
Rincón De La Pampa Grande,Argentina,46,Castro Barros,
Rincón De Las Papas,Argentina,58,Minas,
Rincón De Los Chacayes,Argentina,58,Catán Lil,
Rincón De Los Sauces,Argentina,58,Pehuenches,10071
Rincón De Luna,Argentina,22,Bermejo,
Rincón De Luna,Argentina,18,Goya,
Rincón De Madregón,Argentina,18,Saladas,
Rincón de Milberg,Argentina,6,Tigre,27620
Rincón De Nogoyá,Argentina,30,Victoria,937
Rincón de Quilmes,Argentina,90,Tafi del Valle,
Rincón De Soto,Argentina,18,Lavalle,
Rincón De Tunas,Argentina,18,Curuzú Cuatiá,
Rincón De Vences,Argentina,18,General Paz,
Rincón Del Ambrosio,Argentina,18,Bella Vista,
Rincon Del Atuel,Argentina,50,San Rafael,
Rincón Del Bagual,Argentina,62,9 De Julio,
Rincón Del Carmen,Argentina,74,Libertador General San Martín,
Rincón Del Doll,Argentina,30,Victoria,
Rincon Del Guanaco,Argentina,6,Patagones,
Rincón Del Manzano,Argentina,58,Picunches,
Rincón Del Moro,Argentina,26,Paso De Indios,
Rincón Del Pago,Argentina,18,Goya,
Rincón Del Yaguarí,Argentina,18,Mercedes,
Rincón Florido,Argentina,34,Patiño,
Rincón Gamarra,Argentina,18,Mburucuyá,
Rincón Grande,Argentina,86,Jiménez,
Rincón Guazu,Argentina,18,Itatí,
Rincón Mercedes,Argentina,18,Santo Tomé,
Rincón Ñandú,Argentina,34,Formosa,
Rincón Ñandú,Argentina,34,Laishi,
Rincón Ñaro,Argentina,34,Pirané,
Rincón Polverón,Argentina,82,Garay,
Rincón San Mateo,Argentina,18,Santo Tomé,
Rincón Serrano,Argentina,14,San Alberto,
Rincón Tranquera General,Argentina,18,Mercedes,
Rincón Tupeli,Argentina,70,25 De Mayo,1060
Rincón Yuquery,Argentina,18,Mercedes,
Rinconada,Argentina,38,Rinconada,364
Rinconada,Argentina,86,Río Hondo,
Rinconada De La Merced,Argentina,18,San Luis Del Palmar,
Rinconada De Silva,Argentina,18,General Alvear,
Rinconadillas,Argentina,38,Cochinoca,189
Ringuelet,Argentina,6,La Plata,21416
Río Bamba,Argentina,14,Presidente Roque Sáenz PeÑa,88
Rio Blanco,Argentina,38,Palpala,998
Río Carapari,Argentina,66,General José De San Martín,
Río Ceballos,Argentina,14,Colón,16632
Río Chico,Argentina,10,Ancasti,
Río Chico,Argentina,90,Río Chico,680
Río Chico (Est. Cerro Mesa),Argentina,62,Ñorquincó,375
Río Colorado,Argentina,90,Leales,1029
Río Colorado,Argentina,62,Pichi Mahuida,11314
Río Colorado,Argentina,10,Tinogasta,
Río Cuarto,Argentina,14,Río Cuarto,144021
Río De La Dorada,Argentina,10,La Paz,
Río De La Plata,Argentina,86,Copo,
Río De Los Sauces,Argentina,14,Calamuchita,888
Río Del Valle,Argentina,66,Anta,641
Río Gallegos,Argentina,78,Güer Aike,79144
Rio Grande,Argentina,38,Humahuaca,
Río Grande,Argentina,14,Calamuchita,
Río Grande,Argentina,38,Cochinoca,
Río Grande,Argentina,74,Coronel Pringles,146
Río Grande,Argentina,38,Humahuaca,
Río Grande,Argentina,94,Río Grande,52681
Río Hondo,Argentina,14,San Alberto,
Rio Juan Gómez,Argentina,74,Ayacucho,72
Río Mayo,Argentina,26,Río Senguer,2939
Río Muerto,Argentina,22,Almirante Brown,849
Río Nío,Argentina,90,Burruyacú,
Río Pescado,Argentina,66,Orán,
Río Piedras,Argentina,66,Metán,1148
Río Potrero,Argentina,10,Andalgalá,
Río Primero,Argentina,14,Río Primero,6259
Río Quinto,Argentina,74,General Pedernera,
Río Salado,Argentina,66,San Carlos,
Río Seco,Argentina,66,General José De San Martín,
Río Seco,Argentina,14,Minas,
Río Seco,Argentina,90,Monteros,4785
RÍo Segundo,Argentina,14,Río Segundo,18155
Río Tala,Argentina,6,San Pedro,1681
Río Tercero,Argentina,14,Tercero Arriba,44715
Río Viejo,Argentina,86,Quebrachos,
Río Villegas,Argentina,62,Bariloche,101
Riominsa,Argentina,62,Valcheta,
Ríos Muertos Llajta Sumaj,Argentina,86,Copo,
Ripio,Argentina,50,Santa Rosa,
Ripoll Cue,Argentina,18,Mercedes,
Risco Del León,Argentina,78,Lago Buenos Aires,
Rivadavia,Argentina,46,General Lamadrid,
Rivadavia,Argentina,50,Rivadavia,26792
Rivadavia,Argentina,66,Rivadavia,1608
Rivadavia,Argentina,70,Rivadavia,75950
Rivadeo,Argentina,6,Puán,
Rivera,Argentina,6,Adolfo Alsina,3016
Rivera Indarte,Argentina,14,Capital,
Roberto Cano,Argentina,6,Rojas,23
Roberto De Vicenzo,Argentina,6,Pilar,
Roberts,Argentina,6,Lincoln,2939
Rocamora,Argentina,30,Uruguay,209
Rocha,Argentina,6,Olavarria,
Rodeana,Argentina,86,Figueroa,
Rodeito,Argentina,38,San Pedro,749
Rodeo,Argentina,70,Iglesia,2393
Rodeo,Argentina,38,Yavi,
Rodeo Bajada,Argentina,86,Juan Felipe Ibarra,
Rodeo Chico,Argentina,38,Santa Catalina,
Rodeo De Cadena,Argentina,74,Ayacucho,
Rodeo De Soria,Argentina,86,Capital,
Rodeo Del Medio,Argentina,50,Maipú,9120
Rodeo Especial,Argentina,18,Mercedes,
Rodeo Grande,Argentina,10,Ambato,
Rodeo Grande,Argentina,66,Metán,
Rodeo Grande,Argentina,14,Minas,
Rodeo Grande,Argentina,90,Tafí Del Valle,
Rodeo Grande,Argentina,90,Trancas,
Rodeo Pampa,Argentina,66,Santa Victoria,
Rodeo Viejo,Argentina,74,Libertador General San Martín,
Rodeo Viejo,Argentina,14,Río Cuarto,
Rodero,Argentina,38,Humahuaca,
Rodríguez De Busto,Argentina,14,Capital,
Rodríguez Peña,Argentina,50,Junín,351
Rojas,Argentina,6,Rojas,19766
Roldán,Argentina,62,General Roca,
Roldán,Argentina,82,San Lorenzo,11252
Rolón,Argentina,42,Atreucó,672
Romang,Argentina,82,San Javier,7037
Romano,Argentina,86,Robles,
Romero Pozo,Argentina,90,Leales,
Romiti,Argentina,82,General Obligado,
Romseyer,Argentina,82,General Obligado,
Ronqui,Argentina,38,Humahuaca,
Roque Pérez,Argentina,6,Roque Perez,8354
Rosado Grande,Argentina,18,San Roque,
Rosales,Argentina,22,General Güemes,
Rosales,Argentina,14,Presidente Roque Sáenz PeÑa,511
Rosario,Argentina,86,Figueroa,
Rosario,Argentina,74,Junín,
Rosario,Argentina,10,Paclín,
Rosario,Argentina,82,Rosario,908163
Rosario De Abajo,Argentina,10,El Alto,
Rosario De La Frontera,Argentina,66,Rosario De La Frontera,22218
Rosario De Lerma,Argentina,66,Rosario De Lerma,17874
Rosario De Susques,Argentina,38,Rinconada,
Rosario Del Tala,Argentina,30,Tala,12747
Rosas,Argentina,6,Las Flores,
Rosch Pina,Argentina,30,Villaguay,
Rosemburg,Argentina,58,Lacar,
Rospentek,Argentina,78,Güer Aike,519
Roversi,Argentina,86,Moreno,182
Rubia Moreno,Argentina,86,Banda,
Rubia Paso,Argentina,86,Salavina,
Ruca Malen,Argentina,58,Los Lagos,
Ruca Ñire,Argentina,58,Lacar,
Rucanelo,Argentina,42,Conhelo,234
Rucu Luán,Argentina,62,25 De Mayo,
Rueda,Argentina,82,Constitución,495
Rufino,Argentina,82,General López,18063
Rufino de Elizalde,Argentina,6,La Plata,6428
Ruinas de Quilmes,Argentina,90,Tafi del Valle,
Ruiz De Montoya,Argentina,54,Libertador General  San Martín,1227
